run_id,theta,risk_aversion,discount_factor,rationality,vision_radius,pct_satisfied,movement_success_rate,mean_rent
0,1.2525758370757103,0.4521365754306317,0.6722591752186418,3.1731002125889063,2,92.34828496042216,0.021108179419525065,0.61828942347274
1,1.3656782619655132,0.4521365754306317,0.6722591752186418,3.1731002125889063,2,92.44791666666667,0.015625,0.629453912604005
2,1.2525758370757103,0.41571838557720187,0.6722591752186418,3.1731002125889063,2,86.52291105121294,0.0431266846361186,0.6276816458066022
3,1.2525758370757103,0.4521365754306317,0.6522971568629146,3.1731002125889063,2,89.03394255874673,0.02349869451697128,0.6113131472363387
4,1.2525758370757103,0.4521365754306317,0.6722591752186418,7.205695527605712,2,92.76485788113695,0.020671834625323,0.6209307113142328
5,1.2525758370757103,0.4521365754306317,0.6722591752186418,3.1731002125889063,7,84.96042216358839,0.04221635883905013,0.6143082333424205
6,1.2525758370757103,0.41571838557720187,0.6522971568629146,7.205695527605712,7,84.1688654353562,0.044854881266490766,0.6176852220816821
7,1.3656782619655132,0.4521365754306317,0.6522971568629146,7.205695527605712,7,85.33333333333333,0.04533333333333334,0.6471283465981671
8,1.3656782619655132,0.41571838557720187,0.6722591752186418,7.205695527605712,7,89.03394255874673,0.033942558746736295,0.6266440202740532
9,1.3656782619655132,0.41571838557720187,0.6522971568629146,3.1731002125889063,7,88.37209302325581,0.031007751937984496,0.6474052576376954
10,1.3656782619655132,0.41571838557720187,0.6522971568629146,7.205695527605712,2,89.9736147757256,0.029023746701846966,0.6207199169065091
11,1.3656782619655132,0.41571838557720187,0.6522971568629146,7.205695527605712,7,85.03937007874016,0.04199475065616798,0.6066090428334001
12,0.2566415350884199,0.3128054402768612,0.08145478554069996,8.031874158419669,7,87.20626631853786,0.02610966057441253,0.6143447514275319
13,0.5833031572401524,0.3128054402768612,0.08145478554069996,8.031874158419669,7,86.1413043478261,0.03804347826086957,0.6222629965221202
14,0.2566415350884199,0.30897779241204265,0.08145478554069996,8.031874158419669,7,87.17277486910994,0.03926701570680628,0.602135408139602
15,0.2566415350884199,0.3128054402768612,0.018490465357899666,8.031874158419669,7,91.005291005291,0.0291005291005291,0.6733902901042589
16,0.2566415350884199,0.3128054402768612,0.08145478554069996,3.7152191791683435,7,91.0761154855643,0.031496062992125984,0.6287381748834711
17,0.2566415350884199,0.3128054402768612,0.08145478554069996,8.031874158419669,1,97.39583333333333,0.0026041666666666665,0.6345659251778742
18,0.2566415350884199,0.30897779241204265,0.018490465357899666,3.7152191791683435,1,97.39583333333333,0.0078125,0.6217542345425872
19,0.5833031572401524,0.3128054402768612,0.018490465357899666,3.7152191791683435,1,89.54423592493298,0.02680965147453083,0.6259364195395292
20,0.5833031572401524,0.30897779241204265,0.08145478554069996,3.7152191791683435,1,96.8668407310705,0.005221932114882507,0.6108558411867696
21,0.5833031572401524,0.30897779241204265,0.018490465357899666,8.031874158419669,1,96.92307692307692,0.005128205128205128,0.6241267168874771
22,0.5833031572401524,0.30897779241204265,0.018490465357899666,3.7152191791683435,7,85.0,0.031578947368421054,0.6339192696167442
23,0.5833031572401524,0.30897779241204265,0.018490465357899666,3.7152191791683435,1,93.86666666666666,0.013333333333333334,0.6314616595924134
24,0.9002622757107019,0.7859506480395795,0.9312259759753942,4.205775963142514,9,88.21989528795811,0.031413612565445025,0.6172067825727212
25,0.242771090939641,0.7859506480395795,0.9312259759753942,4.205775963142514,9,96.3060686015831,0.0079155672823219,0.6205769331394765
26,0.9002622757107019,0.6777982607483864,0.9312259759753942,4.205775963142514,9,88.54166666666667,0.026041666666666668,0.6135775522845636
27,0.9002622757107019,0.7859506480395795,0.2528366204351187,4.205775963142514,9,90.28871391076116,0.026246719160104987,0.657046364490094
28,0.9002622757107019,0.7859506480395795,0.9312259759753942,2.089381253346801,9,90.71618037135279,0.021220159151193633,0.624504224334229
29,0.9002622757107019,0.7859506480395795,0.9312259759753942,4.205775963142514,3,90.50131926121372,0.021108179419525065,0.6486620584667522
30,0.9002622757107019,0.6777982607483864,0.2528366204351187,2.089381253346801,3,90.9814323607427,0.026525198938992044,0.6132134211899029
31,0.242771090939641,0.7859506480395795,0.2528366204351187,2.089381253346801,3,96.54255319148936,0.0026595744680851063,0.6326250121056082
32,0.242771090939641,0.6777982607483864,0.9312259759753942,2.089381253346801,3,95.8005249343832,0.0026246719160104987,0.62652701703618
33,0.242771090939641,0.6777982607483864,0.2528366204351187,4.205775963142514,3,92.7807486631016,0.01871657754010695,0.6261646398045402
34,0.242771090939641,0.6777982607483864,0.2528366204351187,2.089381253346801,9,90.0,0.015789473684210527,0.6434912271375305
35,0.242771090939641,0.6777982607483864,0.2528366204351187,2.089381253346801,3,94.1952506596306,0.013192612137203167,0.6201314461569338
