,satisfied_count,pct_satisfied,move_attempts,successful_moves,failed_searches,voluntary_stays,destination_conflicts,movement_success_rate,city_mean_income,mean_neighbor_income,mean_rent,mean_utility,mean_value,mean_vision,rent_income_timescale_ratio,gini_coefficient,mean_qre_move_probability,mean_qre_accept_probability,mean_ne_move_probability,mean_qre_ne_move_gap,mean_delta_neighborhood_utility,move_accept_outcomes,move_reject_outcomes,stay_accept_outcomes,stay_reject_outcomes,qre_nonconvergence_count,ne_following_rate
67,272,85.53459119496856,318,11,297,8,2,0.03459119496855346,0.6222245152528678,0.5895881602325492,0.4709041894107727,0.37534698582990206,1.1394728053109726,4.056603773584905,10.0,0.2887486306916338,0.5742372856162856,0.39806012147280834,0.8571428571428571,0.4168104345387106,-0.004652527819239088,3,10,2,6,0,0.0
68,280,88.0503144654088,318,8,294,12,4,0.025157232704402517,0.622582490146918,0.5888174919520669,0.47101473269592103,0.37264608788001546,1.1326754276699007,4.056603773584905,10.0,0.2899726694102289,0.636667830612662,0.40487543785817914,0.9166666666666666,0.36235755198875425,0.0002842412255666486,5,7,6,6,0,0.0
69,278,87.42138364779875,318,10,299,8,1,0.031446540880503145,0.6232898750965074,0.5910018504644483,0.4710398087254739,0.3773429070059482,1.1371995380436917,4.056603773584905,10.0,0.2906645911701651,0.5568024143459238,0.40074238213999724,0.6842105263157895,0.42612326392294103,-0.0026373686578724316,2,9,1,7,0,0.0
70,278,87.42138364779875,318,10,292,11,5,0.031446540880503145,0.6240538090895371,0.5901396358711076,0.4712559113055036,0.3760740281726514,1.1297566386811861,4.056603773584905,10.0,0.2939557104862529,0.6173616958031863,0.404607082606016,0.8076923076923077,0.37406973420466516,-0.005401608099239509,5,10,2,9,0,0.07692307692307693
71,276,86.79245283018868,318,10,288,14,6,0.031446540880503145,0.6233058957037927,0.590079658559463,0.47133915945942745,0.3762502899040475,1.1278334859233212,4.056603773584905,10.0,0.29378015017432846,0.6342634229295612,0.4062214267156509,0.8666666666666667,0.34475425296206197,-0.0068332141258058785,6,10,2,12,0,0.06666666666666667
72,273,85.84905660377359,318,14,290,9,5,0.0440251572327044,0.6246077170706531,0.5920864442101741,0.4715047073731762,0.37876053528937975,1.129885155314316,4.056603773584905,10.0,0.2961847069393826,0.6201827144750061,0.40465424227257296,0.8214285714285714,0.3752399380775523,-0.004440993606941833,7,12,3,6,0,0.03571428571428571
73,272,85.53459119496856,318,15,281,12,10,0.04716981132075472,0.6248600113547538,0.591400481400571,0.471750910468257,0.38502283972854745,1.1517330885615096,4.056603773584905,10.0,0.2962234931590306,0.6649247786866164,0.4063037887157178,0.8918918918918919,0.3335428658836168,-0.001260124468097358,12,13,5,7,0,0.08108108108108109
74,271,85.22012578616352,318,8,298,10,2,0.025157232704402517,0.6255525803089721,0.5916689739231341,0.4719138309572943,0.38726420627187036,1.155188896369031,4.056603773584905,10.0,0.2987524518140494,0.6146208658610197,0.4030651561452442,0.75,0.3779496709667414,-0.003506357851275467,4,6,5,5,0,0.05
75,272,85.53459119496856,318,9,299,8,2,0.02830188679245283,0.6270724492836823,0.5917303744783209,0.47216133346259653,0.38781869288388654,1.144817465386616,4.056603773584905,10.0,0.3000302331076825,0.625581463483407,0.40371876348104924,0.9473684210526315,0.37272385856605866,-0.001205451088220661,6,5,3,5,0,0.05263157894736842
76,268,84.27672955974843,318,12,299,5,2,0.03773584905660377,0.6301850152764026,0.5947975066577699,0.47250916341557286,0.3825885949853084,1.1402945124560269,4.056603773584905,10.0,0.3038428864503895,0.5742345384027248,0.3989846299398135,0.7894736842105263,0.408831710225386,0.003711648912323267,2,12,3,2,0,0.0
77,273,85.84905660377359,318,9,295,12,2,0.02830188679245283,0.6308975525264551,0.5961169084498481,0.472884889766599,0.3799539634771694,1.1401683131012905,4.056603773584905,10.0,0.30598837089270225,0.5992696100040036,0.402499460701215,0.7391304347826086,0.3851773509148999,-0.00025226738807229216,1,10,8,4,0,0.0
78,277,87.10691823899371,318,13,295,5,5,0.040880503144654086,0.6294682087270952,0.5942855440466475,0.47317149961192057,0.3820035354008017,1.14568415500714,4.056603773584905,10.0,0.30598765257607563,0.6072745884041231,0.402964467753272,0.8260869565217391,0.3848952184609351,0.000777066311217138,9,9,1,4,0,0.043478260869565216
79,276,86.79245283018868,318,9,292,16,1,0.02830188679245283,0.6272172600987678,0.5921324270462427,0.4732481496373437,0.3823367632821753,1.1453612279781924,4.056603773584905,10.0,0.30529782923428006,0.587339986188988,0.4022284201598093,0.7307692307692307,0.3924092382993706,-0.002988390781378495,5,5,5,11,0,0.0
80,271,85.22012578616352,318,13,293,9,3,0.040880503144654086,0.6306520529720056,0.5947593884143416,0.4735339265088615,0.3824698855776403,1.141255573965087,4.056603773584905,10.0,0.307320045837167,0.6000539390487044,0.4005790921022381,0.84,0.392771023140594,-0.0030521494939663007,5,11,5,4,0,0.04
81,277,87.10691823899371,318,7,296,14,1,0.0220125786163522,0.6319752719697634,0.5939359092376766,0.47384068377413086,0.3813597322723839,1.1443975862154954,4.056603773584905,10.0,0.30937571398395014,0.5825656838400171,0.4023892583373412,0.9090909090909091,0.40469580363004476,0.000262527953191986,4,4,2,12,0,0.0
82,273,85.84905660377359,318,11,295,10,2,0.03459119496855346,0.6352983464997435,0.5958222422774778,0.47419156812219865,0.379546608429918,1.1452458701150068,4.056603773584905,10.0,0.31094909649249947,0.570479760279243,0.4005383911283613,0.8260869565217391,0.42651497551568834,-0.002052257329235374,4,9,3,7,0,0.0
83,273,85.84905660377359,318,12,295,7,4,0.03773584905660377,0.6313680139557395,0.5932236766876684,0.474151990178181,0.3792968747139002,1.1453018655070197,4.056603773584905,10.0,0.3110149795156172,0.5958528968050301,0.4034869275027003,0.9130434782608695,0.40205023178035626,-0.0012093458237378383,7,9,4,3,0,0.043478260869565216
84,269,84.59119496855345,318,14,290,9,5,0.0440251572327044,0.6335703938126688,0.59612405912658,0.47437197887660704,0.37784125697473475,1.1391789484961534,4.056603773584905,10.0,0.311739227063768,0.611475757702765,0.4027625900771458,0.7857142857142857,0.3780141068397489,0.0018732252206930067,5,14,7,2,0,0.03571428571428571
85,270,84.90566037735849,318,15,294,8,1,0.04716981132075472,0.6334717052031259,0.5948921829397888,0.4745863831202268,0.3804953272639892,1.1449443301114488,4.056603773584905,10.0,0.31274098213272783,0.5971124903363587,0.4001683531709741,0.8333333333333334,0.39723022311172634,0.0035899633952172876,3,13,3,5,0,0.041666666666666664
86,272,85.53459119496856,318,5,291,13,9,0.015723270440251572,0.63139512914564,0.5930615029678815,0.4745772255946564,0.3829248848895352,1.1595289415514096,4.056603773584905,10.0,0.31155131506443023,0.6675163148440476,0.40920164565880285,0.8518518518518519,0.30085213571280006,-0.0050960179231655045,10,4,8,5,0,0.1111111111111111
87,275,86.47798742138365,318,7,292,13,6,0.0220125786163522,0.6316549180560707,0.5936040626855137,0.47457903748871816,0.37919661335106625,1.1403091100215124,4.056603773584905,10.0,0.3117825849199709,0.5815526278593015,0.4062679692414426,0.7692307692307693,0.4077758663112917,-0.0026069154656488337,5,8,6,7,0,0.0
88,273,85.84905660377359,318,9,286,15,8,0.02830188679245283,0.6347216534468255,0.5958420560134483,0.47480499831245493,0.3803506021513189,1.1535005187692997,4.056603773584905,10.0,0.31292898472796016,0.6263797580009798,0.40272325628767786,0.71875,0.3642139318613423,-0.0017838763349903222,4,13,8,7,0,0.0625
89,273,85.84905660377359,318,21,287,6,4,0.0660377358490566,0.6340271231364114,0.5944718194740248,0.4749238224767609,0.38366453261427513,1.1592728777708001,4.056603773584905,10.0,0.3132916020652554,0.6094318979983657,0.4009184361818027,0.6774193548387096,0.3801220205715946,-0.002521028938240175,8,17,2,4,0,0.06451612903225806
90,278,87.42138364779875,318,13,297,7,1,0.040880503144654086,0.6360192717286738,0.5964636989039748,0.4751216597633415,0.38433649844760126,1.1559723262665005,4.056603773584905,10.0,0.3158642138609382,0.5922015291467679,0.3994518856812855,0.7619047619047619,0.4021080485501791,-0.004484246085460041,4,10,2,5,0,0.047619047619047616
91,270,84.90566037735849,318,14,283,15,6,0.0440251572327044,0.6340483595002568,0.5947334400336265,0.47508715751004765,0.38137010022905393,1.1429206417463804,4.056603773584905,10.0,0.3153785143543868,0.6151994869758892,0.4035878636953553,0.8,0.37736485141604137,-0.0020557647905424335,9,11,5,10,0,0.02857142857142857
92,269,84.59119496855345,318,12,290,9,7,0.03773584905660377,0.6331710853417709,0.5916773595816732,0.4751205909684657,0.37452466801190754,1.130697312473903,4.056603773584905,10.0,0.3156284908265692,0.6698006343714292,0.4092439528108479,0.8571428571428571,0.3256653606455501,-0.013403680058077117,7,12,7,2,0,0.17857142857142858
93,264,83.01886792452831,318,16,285,11,6,0.050314465408805034,0.6354445411990398,0.5944502881159139,0.47512858092356963,0.37693872239219345,1.1163687680488317,4.056603773584905,10.0,0.3165692128933777,0.6153563134928604,0.40314993577782365,0.8484848484848485,0.3742421190288941,-0.002893492110116453,8,14,2,9,0,0.030303030303030304
94,267,83.9622641509434,318,11,288,15,4,0.03459119496855346,0.636454167573981,0.5943022991428493,0.4752431334975965,0.377754776146645,1.1321380067946607,4.056603773584905,10.0,0.3185663722400005,0.643794699147642,0.40055332969160445,0.8333333333333334,0.34461857067303614,-0.0029329181975671173,9,6,3,12,0,0.03333333333333333
95,266,83.64779874213836,318,12,298,6,2,0.03773584905660377,0.6329885209630552,0.5912769140217924,0.4750039602751106,0.3819492302886259,1.1384868636959444,4.056603773584905,10.0,0.3185460559930051,0.631732846580536,0.39545781174687156,0.85,0.3589110415764701,0.0018635980581724846,4,10,2,4,0,0.05
96,270,84.90566037735849,318,9,300,9,0,0.02830188679245283,0.6352910005300282,0.5944657192898029,0.47498300154923734,0.3769211715461171,1.1295776214327768,4.056603773584905,10.0,0.3192247041097347,0.6155372909295204,0.3949359499513359,0.8333333333333334,0.3671396242124883,-0.0035788912962398094,3,6,2,7,0,0.05555555555555555
97,270,84.90566037735849,318,13,293,6,6,0.040880503144654086,0.6394270618087969,0.5977007406444063,0.47535054010834654,0.3769200888247433,1.118089533193594,4.056603773584905,10.0,0.31952940364589777,0.6030682136100619,0.40431817386072416,0.84,0.3934031972027849,-0.006384930330971095,8,11,4,2,0,0.08
98,274,86.16352201257861,318,11,297,9,1,0.03459119496855346,0.6411455825002684,0.5975033013941262,0.47573491806769963,0.3768916435049895,1.1176729051589065,4.056603773584905,10.0,0.32199581502036634,0.6287105203955647,0.4019037808670041,0.7142857142857143,0.361608053977951,-0.007397909408318123,6,6,5,4,0,0.09523809523809523
99,278,87.42138364779875,318,8,292,16,2,0.025157232704402517,0.6398499514999608,0.5946866949867113,0.4758071950334798,0.3762702985150309,1.1306286772320842,4.056603773584905,10.0,0.3254145035133402,0.5727870178082715,0.4017676708269795,0.6923076923076923,0.37257754390793035,-0.005996402267771258,3,7,6,10,0,0.038461538461538464
100,279,87.73584905660377,318,5,302,10,1,0.015723270440251572,0.6380537944376364,0.592290890948194,0.4757151004663557,0.37764302875941447,1.1306229201346933,4.056603773584905,10.0,0.32491848555484726,0.6053141946016469,0.39955207451579866,0.9375,0.39038070876597525,0.0005056467751079572,1,5,6,4,0,0.0625
