,satisfied_count,pct_satisfied,move_attempts,successful_moves,failed_searches,voluntary_stays,destination_conflicts,movement_success_rate,city_mean_income,mean_neighbor_income,mean_rent,mean_utility,mean_value,mean_vision,rent_income_timescale_ratio,gini_coefficient,mean_qre_move_probability,mean_qre_accept_probability,mean_ne_move_probability,mean_qre_ne_move_gap,mean_delta_neighborhood_utility,move_accept_outcomes,move_reject_outcomes,stay_accept_outcomes,stay_reject_outcomes,qre_nonconvergence_count,ne_following_rate
49,270,84.90566037735849,318,16,284,9,9,0.050314465408805034,0.6164037196896618,0.5901013172502778,0.4686866323242399,0.3668246865385229,1.123075439487496,4.056603773584905,10.0,0.27167353227470636,0.6647685165966425,0.40334109682370817,0.9411764705882353,0.3338236954830294,0.0006973571821581012,12,13,2,7,0,0.11764705882352941
50,270,84.90566037735849,318,13,279,16,10,0.040880503144654086,0.6155894398807369,0.5881918007575605,0.46897061121240596,0.3650100385043908,1.1204738408667823,4.056603773584905,10.0,0.274892177045426,0.6358005440693704,0.40019305442616815,0.9743589743589743,0.3621448699510701,0.009433532559887258,10,13,5,11,0,0.05128205128205128
51,267,83.9622641509434,318,16,286,13,3,0.050314465408805034,0.6192357048447384,0.5923447270156398,0.4694235738241738,0.36644857626680566,1.1158725559981368,4.056603773584905,10.0,0.2757246681600576,0.6074537377853524,0.40026087862018267,0.78125,0.38189989265872426,0.0033047936289735073,6,13,3,10,0,0.03125
52,262,82.38993710691824,318,12,278,19,9,0.03773584905660377,0.6206898819054257,0.5938952471693935,0.46998365405243236,0.3639524914299881,1.1169482813824378,4.056603773584905,10.0,0.27629154204439477,0.6191890073474168,0.4029014713915672,0.85,0.3573371085809368,0.002458822022799456,11,10,8,11,0,0.075
53,259,81.44654088050315,318,14,278,15,11,0.0440251572327044,0.6194534374780775,0.5922850323854738,0.4704177890837704,0.3613036084087555,1.114794991225581,4.056603773584905,10.0,0.27751678654247125,0.676448882070439,0.40696730491657257,0.825,0.3123828775803668,-9.126359890582886e-05,10,15,6,9,0,0.075
54,259,81.44654088050315,318,17,276,15,10,0.05345911949685535,0.6206760551177668,0.5917995682374552,0.4708527293612535,0.3658122759732514,1.126715315277134,4.056603773584905,10.0,0.278966967233103,0.6748369663320276,0.4060780591449725,0.9047619047619048,0.2986878157793413,0.009383141012187141,10,17,9,6,0,0.14285714285714285
55,260,81.76100628930817,318,18,273,16,11,0.05660377358490566,0.6187695028354191,0.5899595317528151,0.4709979966750778,0.36882481525839345,1.1335736670821326,4.056603773584905,10.0,0.2785788111903764,0.6475650836083218,0.4024231786481808,0.8,0.3343111343563938,0.0023574607312134553,12,17,8,8,0,0.06666666666666667
56,258,81.13207547169812,318,15,275,18,10,0.04716981132075472,0.6172109282100099,0.5878233945134512,0.47097148017839147,0.3714105252050768,1.1410456116804693,4.056603773584905,10.0,0.2786859591850597,0.677329192479321,0.40497334444458,0.8837209302325582,0.3165038095537372,0.002508730811569531,11,14,7,11,0,0.09302325581395349
57,255,80.18867924528301,318,14,277,18,9,0.0440251572327044,0.6199775343878254,0.5909577361900977,0.47112676351901606,0.37171023804357745,1.1352607942922375,4.056603773584905,10.0,0.28046557804632277,0.6607896608520667,0.4043321708592049,0.9024390243902439,0.3344722408231173,0.00028376088119480894,7,16,4,14,0,0.04878048780487805
58,257,80.81761006289308,318,14,287,13,4,0.0440251572327044,0.6198619249514313,0.5901904392600648,0.47134578438094266,0.3730629862309089,1.1404500028018463,4.056603773584905,10.0,0.27804576321644947,0.6039204531421866,0.40235916960343837,0.7741935483870968,0.3731154140588685,-0.0028599943879751154,3,15,7,6,0,0.0
59,260,81.76100628930817,318,13,291,14,0,0.040880503144654086,0.618538987783503,0.5899911692977879,0.4713047484779511,0.3741375668703598,1.144028118337448,4.056603773584905,10.0,0.2797718016421251,0.5836408349604212,0.39742124315884414,0.8148148148148148,0.4104230350335636,0.0013074265434336843,7,6,4,10,0,0.037037037037037035
60,264,83.01886792452831,318,12,290,11,5,0.03773584905660377,0.6191011973536706,0.5914677240621867,0.4713813505837288,0.374069568842929,1.1408936134063887,4.056603773584905,10.0,0.2828110096606973,0.6396223086270413,0.4033179015179767,0.7142857142857143,0.3533303294342277,0.0005279057391754392,2,15,6,5,0,0.07142857142857142
61,269,84.59119496855345,318,12,295,7,4,0.03773584905660377,0.6182165474962791,0.5905808540463661,0.47147401399386607,0.37693806938780516,1.1395906348554459,4.056603773584905,10.0,0.28433090965008123,0.649910273013596,0.4007657165642782,0.8695652173913043,0.34466544509005576,0.004038991730537717,7,9,4,3,0,0.13043478260869565
62,268,84.27672955974843,318,13,288,11,6,0.040880503144654086,0.6170664099586204,0.5888368114088955,0.4715127846653197,0.3768733455217068,1.1364893912768936,4.056603773584905,10.0,0.283702260967037,0.6603131948804445,0.40180026275482905,0.9666666666666667,0.33940064202231124,0.008517322655750057,7,12,4,7,0,0.13333333333333333
63,268,84.27672955974843,318,14,286,8,10,0.0440251572327044,0.6176686275161106,0.5867782280322618,0.47152167104288756,0.37494302863288953,1.1363036590715099,4.056603773584905,10.0,0.283663157286707,0.6967956131294734,0.4074290115929273,0.96875,0.3011854656106989,8.32349181553952e-05,12,12,2,6,0,0.125
64,269,84.59119496855345,318,8,284,14,12,0.025157232704402517,0.616732587048839,0.5851011798850098,0.47122677652736056,0.37476515813171335,1.1371101253797973,4.056603773584905,10.0,0.28554101852806113,0.6565883148496103,0.4061882079659139,0.8529411764705882,0.33214490894633625,0.004289381262822294,8,12,4,10,0,0.058823529411764705
65,268,84.27672955974843,318,14,290,13,1,0.0440251572327044,0.6188822995745334,0.5861427470099612,0.47104769099252375,0.3774235546065028,1.142557074788327,4.056603773584905,10.0,0.2862061595012051,0.5753671189259755,0.397074901358364,0.7142857142857143,0.4107435850838778,0.0019068352278832942,2,13,5,8,0,0.0
66,271,85.22012578616352,318,6,300,12,0,0.018867924528301886,0.6193691214751456,0.5863625335585684,0.4708870406296893,0.37384935662438284,1.1377274226855534,4.056603773584905,10.0,0.2878277815068142,0.5801396339455213,0.3940164129824992,0.8333333333333334,0.4187085763302729,0.0009703500439667742,1,5,4,8,0,0.0
