,satisfied_count,pct_satisfied,move_attempts,successful_moves,failed_searches,voluntary_stays,destination_conflicts,movement_success_rate,city_mean_income,mean_neighbor_income,mean_neighbor_income_variance,mean_rent,mean_utility,mean_value,mean_vision,rent_income_timescale_ratio,gini_coefficient,mean_qre_move_probability,mean_qre_accept_probability,mean_ne_move_probability,mean_qre_ne_move_gap,mean_delta_neighborhood_utility,move_accept_outcomes,move_reject_outcomes,stay_accept_outcomes,stay_reject_outcomes,qre_nonconvergence_count,ne_following_rate,homeless_fraction,theil_index,moran_i,spatial_entropy,neighborhood_heterogeneity,income_mobility_indicator,segregation_index,gentrification_indicator
0,0,0.0,0,0,0,0,0,0.0,0.5916962210554153,0.5925076606860845,0.05083822988007934,0.47400612854886753,0.28493070922789604,0.9956402725611295,7.55,2.2367072094231846,0.22776859748295641,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.26,0.0803790144205505,0.01721690010581357,0.9403880231688327,0.36794696330202464,0.0,0.28,0.008259545730457202
1,0,0.0,100,1,88,11,0,0.01,0.591002066193573,0.5917051330783267,0.05163906553206923,0.47399529794013723,0.2853026309039633,1.0020206286773439,7.55,2.2367072094231846,0.23075684684463216,0.07002037912336066,0.05915426265656884,0.0,0.07002037912336066,-0.004545356819986177,0,1,1,10,0,0.5833333333333334,0.26,0.08238520982058657,0.04667465778151181,0.9348268729757727,0.3705981616993016,0.01,0.28,0.008255953831644841
2,0,0.0,100,1,86,13,0,0.01,0.5906272522395206,0.5907647518386844,0.051809742162211236,0.4739728273910248,0.28427187247383107,0.9986873783029467,7.55,2.2367072094231846,0.23241868212684613,0.08355464773402065,0.0609822501570801,0.0,0.08355464773402065,-0.0009803699212005493,0,1,0,13,0,0.5714285714285714,0.25,0.08392545958693966,0.06058796066452664,0.9481947256094853,0.37071310259247,0.01,0.28,0.008253828461678582
3,0,0.0,100,1,87,12,0,0.01,0.595609519406024,0.5946811812106271,0.052592334085720886,0.47403089563364853,0.28664144284863974,1.0020125933156077,7.55,2.2367072094231846,0.23221130308824978,0.06965341824638585,0.061634192082462125,0.0,0.06965341824638585,-0.0025011685390221175,0,1,0,12,0,0.6153846153846154,0.26,0.0837015683323664,0.06338363031918359,0.9424321267649194,0.37228725865284035,0.01,0.28,0.008279389205795675
4,0,0.0,100,2,87,11,0,0.02,0.5971431984164112,0.5937732606082559,0.05325679825331277,0.474097371699388,0.2914204680805713,1.0162297422926172,7.55,2.2367072094231846,0.23634284211609846,0.05793895572099509,0.060375982976193926,0.0,0.05793895572099509,-0.004650878544223909,0,2,1,10,0,0.5384615384615384,0.24,0.08673525369574817,0.10475099116486737,0.9128226034092015,0.36380457394994353,0.02,0.32,0.008287801038325078
5,96,96.0,100,0,89,11,0,0.0,0.5940514277192843,0.590744212868166,0.05204090809742812,0.4740637763256799,0.29293471288721706,1.017223429962411,7.55,2.2367072094231846,0.2347363667058393,0.0662531862113937,0.05948647170408838,0.0,0.0662531862113937,-0.0023124489045944015,0,0,1,10,0,0.6363636363636364,0.25,0.08561009957366286,0.09468234654121498,0.9115017183816525,0.3639122433991915,0.0,0.32,0.008271966469766563
6,96,96.0,100,0,88,12,0,0.0,0.5958901927600608,0.5926478118295069,0.05237301686315429,0.4740649947302832,0.29116702910887615,1.0227526075003468,7.55,2.2367072094231846,0.2340359286852025,0.0550579909621191,0.05857622418603222,0.0,0.0550579909621191,-0.0031095298424364767,0,0,1,11,0,0.6666666666666666,0.26,0.08531450431451786,0.0730580321218648,0.9042294236127968,0.36414779691303645,0.0,0.36000000000000004,0.008281173921042245
7,97,97.0,100,0,90,10,0,0.0,0.5976569685255344,0.5943363803296835,0.054301734606941245,0.4740964005494463,0.29104769527379065,1.0471298435491376,7.55,2.2367072094231846,0.2369164217786115,0.06463972180610644,0.06074881188348609,0.0,0.06463972180610644,-0.002421799724060908,0,0,0,10,0,0.6,0.25,0.08684137782493818,0.07556487898333888,0.9052517412181253,0.370564201384156,0.0,0.36,0.008290359027980313
8,97,97.0,100,1,88,11,0,0.01,0.5967183112239342,0.5921858818248034,0.05470234063158788,0.47411436948301144,0.2907002488800273,1.0371648326326117,7.55,2.2367072094231846,0.23766362741937397,0.051037142321069116,0.05857744136189965,0.0,0.051037142321069116,-0.0030511553056875077,0,1,2,9,0,0.6666666666666666,0.25,0.08747064043146896,0.05923491180684782,0.9014573043603082,0.37343099559081644,0.01,0.38,0.008285866697688566
9,98,98.0,100,1,90,9,0,0.01,0.6012474840044126,0.5964245712615412,0.05613087703778512,0.47419189133371337,0.29374686573873565,1.0238388195373826,7.55,2.2367072094231846,0.23813457330913623,0.043586347607378215,0.05944611905752979,0.0,0.043586347607378215,-0.00028155614957717234,0,1,1,8,0,0.7,0.24,0.08757316510536434,0.05023968614951011,0.8957783181833912,0.37554532694124776,0.01,0.38000000000000006,0.008309379530002724
10,98,98.0,100,0,93,7,0,0.0,0.6015518992200798,0.5968950611834638,0.05451784126051491,0.4742662430066972,0.2973398315788046,1.033982006195151,7.55,2.2367072094231846,0.23385076553141482,0.011452209063075617,0.05310542823735625,0.0,0.011452209063075617,-0.003930756866080762,0,0,0,7,0,1.0,0.23,0.08451809724400756,0.030071594174264797,0.899062543010116,0.37117769375772397,0.0,0.36000000000000004,0.008311733120696038
11,98,98.0,100,0,93,7,0,0.0,0.6011361126733104,0.5963540880033907,0.05612566732010373,0.4743292516615553,0.29667987664334583,1.0277185559616373,7.55,2.2367072094231846,0.23566050821791706,0.012925631877689506,0.05375776109931378,0.0,0.012925631877689506,-0.004699837415522236,0,0,1,6,0,1.0,0.26,0.08606847402968908,0.02770782434887316,0.8967662326350194,0.3768927947454079,0.0,0.36000000000000004,0.008310358847525076
12,98,98.0,100,0,93,7,0,0.0,0.5964104463198576,0.5920791682575848,0.05829213386567883,0.47431435704676644,0.29738506301157613,1.0288356656980808,7.55,2.2367072094231846,0.23870518142713348,0.010514976611551584,0.05363932594597708,0.0,0.010514976611551584,-0.004710169890243893,0,0,1,6,0,1.0,0.26,0.08832108827398652,0.008734603778326402,0.9348491970819051,0.3860333518891887,0.0,0.26,0.008286563941296413
13,99,99.0,100,0,93,7,0,0.0,0.5977477641707442,0.5934622014628168,0.05928796896660861,0.4743245431036285,0.2983898109469821,1.028688008001503,7.55,2.2367072094231846,0.23859592671019558,0.011733243715312933,0.05494287186076439,0.0,0.011733243715312933,-0.0038286420992917586,0,0,1,6,0,1.0,0.24,0.08846359549150554,0.004909614807178458,0.9248827989978051,0.38589299150724105,0.0,0.32,0.00829336444668494
14,100,100.0,100,0,93,7,0,0.0,0.5967110906575134,0.5924365255949978,0.060171089098949374,0.47431614823535767,0.2972633134191936,1.0276573281207817,7.55,2.2367072094231846,0.24039294518529752,0.010147363680878405,0.054948279780452906,0.0,0.010147363680878405,-0.004211268754011038,0,0,0,7,0,1.0,0.23,0.08998642300405607,0.006743098348081303,0.9206977605507632,0.3878270366811629,0.0,0.28,0.008288087194806868
15,100,100.0,100,0,93,7,0,0.0,0.597622041196289,0.5933576125297522,0.06242721834133566,0.4743244227500105,0.29518234698404955,1.0235588729705531,7.55,2.2367072094231846,0.24494851326185696,0.012147059624173919,0.05846911927997892,0.0,0.012147059624173919,-0.003401532743830268,0,0,0,7,0,1.0,0.22,0.09351689269822662,0.020197744776443607,0.9287529562386662,0.3940911255943952,0.0,0.28,0.00829273448583364
16,100,100.0,100,0,91,9,0,0.0,0.5985703283797905,0.5942296797500392,0.06594303451911517,0.47434811666030724,0.2943930925531128,1.0182066841409785,7.55,2.2367072094231846,0.2503790637481771,0.017559451151606627,0.05509374497574618,0.0,0.017559451151606627,-0.0025210128977786093,0,0,0,9,0,0.8888888888888888,0.22,0.09787673977547738,0.016349621354696642,0.9262917417388215,0.4028940306675078,0.0,0.32000000000000006,0.008297740903451048
17,100,100.0,100,0,90,10,0,0.0,0.5947488471954264,0.5905825830625661,0.06574628287229883,0.47430602070756955,0.2941133766496638,1.0113620243002246,7.55,2.2367072094231846,0.2513629696200952,0.036561032797032884,0.06059642256699016,0.0,0.036561032797032884,-0.0046593683176371446,0,0,0,10,0,0.8,0.25,0.09814713691163891,0.003878698880538317,0.9194986996080436,0.40183782978500704,0.0,0.32000000000000006,0.008278162715924348
18,99,99.0,100,1,89,10,0,0.01,0.5997664855221477,0.5951472334164303,0.0696210307663644,0.4743576439995163,0.2944807003724699,1.00355413384647,7.55,2.2367072094231846,0.25295861755281646,0.015700022333053884,0.05488402572197244,0.0,0.015700022333053884,-0.0028916413869400815,0,1,0,10,0,0.9090909090909091,0.23,0.0999813577589297,-0.0014143729615153301,0.8948420592152027,0.40510886377150945,0.01,0.38,0.008303828238504311
