,satisfied_count,pct_satisfied,move_attempts,successful_moves,failed_searches,voluntary_stays,destination_conflicts,movement_success_rate,city_mean_income,mean_neighbor_income,mean_neighbor_income_variance,mean_rent,mean_utility,mean_value,mean_vision,rent_income_timescale_ratio,gini_coefficient,mean_qre_move_probability,mean_qre_accept_probability,mean_ne_move_probability,mean_qre_ne_move_gap,mean_delta_neighborhood_utility,move_accept_outcomes,move_reject_outcomes,stay_accept_outcomes,stay_reject_outcomes,qre_nonconvergence_count,ne_following_rate,homeless_fraction,theil_index,moran_i,spatial_entropy,neighborhood_heterogeneity,income_mobility_indicator,segregation_index,gentrification_indicator
0,0,0.0,0,0,0,0,0,0.0,0.5360533842257669,0.5367788592825758,0.049539123509236574,0.4294230874260606,0.23019217662544622,0.8728242465191924,1.1415094339622642,4.812260212097318,0.2392069707947202,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.22641509433962265,0.08776141352621152,-0.07098378704408975,0.9910453263538078,0.4022623993156604,0.0,0.05660377358490565,0.01301274511001093
1,0,0.0,106,1,97,8,0,0.009433962264150943,0.5366080136132658,0.5373371925876196,0.050742028975715586,0.429451181457733,0.23311082901009045,0.872047006113267,1.1415094339622642,4.812260212097318,0.24056280650322504,0.053274092093709015,0.0004035390974480716,0.0,0.053274092093709015,-0.006247168951801222,0,1,0,8,0,0.4444444444444444,0.22641509433962265,0.08883414899549591,-0.05796750177151286,0.9848724913474403,0.4045195430417781,0.009433962264150943,0.13207547169811318,0.013016194235902499
2,0,0.0,106,0,97,9,0,0.0,0.5360206538145758,0.5366409366561691,0.049723580740792576,0.4294445197432856,0.23672575149661393,0.8816271884160537,1.1415094339622642,4.812260212097318,0.23798359857010798,0.05093186875508202,0.0004252799820810127,0.0,0.05093186875508202,-0.005921918165103679,0,0,0,9,0,0.4444444444444444,0.2169811320754717,0.08707095940469829,-0.06211359332191498,0.9952382928817762,0.4016595547128897,0.0,0.037735849056603765,0.01301309714739215
3,0,0.0,106,0,98,8,0,0.0,0.5359407652835465,0.5365649024324362,0.050175510101629385,0.429435251436115,0.23714232286833622,0.8778788489152446,1.1415094339622642,4.812260212097318,0.23888681478329188,0.05910662143492765,0.0004156916536731688,0.0,0.05910662143492765,-0.0035778226543151034,0,0,0,8,0,0.375,0.22641509433962265,0.08763265677484765,-0.07814156192287537,0.9887515425667921,0.40376289087687195,0.0,0.07547169811320753,0.013012474697207852
4,0,0.0,106,0,98,8,0,0.0,0.5397946925540119,0.5402425212646476,0.049770563307283536,0.42956801041425474,0.2352212463941624,0.869094428697426,1.1415094339622642,4.812260212097318,0.2369472225312701,0.05432183731517042,0.00041159893622461866,0.0,0.05432183731517042,-0.005587466523289078,0,0,0,8,0,0.5,0.2358490566037736,0.0864519739215704,-0.07592416227497405,0.9898331154044823,0.39826355026229415,0.0,0.07547169811320753,0.01303493868730168
5,104,98.11320754716981,106,1,98,7,0,0.009433962264150943,0.5402961707184556,0.540931810086159,0.050214794348086726,0.429721181217047,0.23659815049878766,0.8725133966362333,1.1415094339622642,4.812260212097318,0.23820696774928996,0.05461594818762622,0.000422330859863693,0.0,0.05461594818762622,-0.006054365786114641,0,1,0,7,0,0.5,0.25471698113207547,0.08711373672682284,-0.0578292466061929,0.9859848077421908,0.39688730140848283,0.009433962264150943,0.05660377358490565,0.01304113156692356
6,105,99.05660377358491,106,0,99,7,0,0.0,0.5418230474494082,0.5424701960259821,0.05064446836048877,0.4299259417150602,0.23676382870355928,0.8660752940671193,1.1415094339622642,4.812260212097318,0.2381459765039422,0.05802792553754004,0.0004448370592064742,0.0,0.05802792553754004,-0.005662166869638992,0,0,0,7,0,0.42857142857142855,0.22641509433962265,0.08729705800326552,-0.04112116795748777,0.981672630452698,0.3954849783731357,0.0,0.05660377358490565,0.013053692754566314
7,105,99.05660377358491,106,0,99,7,0,0.0,0.5404522700694513,0.541365464979712,0.04969764687327825,0.43007831857902507,0.23979918980081422,0.8783062360305324,1.1415094339622642,4.812260212097318,0.23637577795773468,0.058834989636646164,0.00047380364921092494,0.0,0.058834989636646164,-0.005283829901580296,0,0,0,7,0,0.42857142857142855,0.22641509433962265,0.0858634138315019,-0.03911414545045623,0.9877898727810234,0.3908682366267735,0.0,0.05660377358490565,0.013050505253265041
8,104,98.11320754716981,106,1,99,6,0,0.009433962264150943,0.5418064851259226,0.5425194659570051,0.05104514397678213,0.43027186786453225,0.24076719655460044,0.8805357717804171,1.1415094339622642,4.812260212097318,0.2388876316100066,0.058613534851291435,0.00043936331016583774,0.0,0.058613534851291435,-0.0062545750665253886,0,1,0,6,0,0.42857142857142855,0.2358490566037736,0.08790470500386817,-0.018624707211939835,0.9907252445305729,0.3946503129811069,0.009433962264150943,0.09433962264150941,0.013061933376176029
9,104,98.11320754716981,106,0,101,5,0,0.0,0.5446868232809007,0.545432617953136,0.049610265272460284,0.43056417544948705,0.24615957795934887,0.8906244112144072,1.1415094339622642,4.812260212097318,0.2354863257703803,0.04881550552217747,0.0004070168285885565,0.0,0.04881550552217747,-0.008444921790640386,0,0,0,5,0,0.6,0.22641509433962265,0.0852173218117958,-0.015938298213382086,0.9848420438206207,0.38775055360351346,0.0,0.11320754716981131,0.01308336836775478
