,satisfied_count,pct_satisfied,move_attempts,successful_moves,failed_searches,voluntary_stays,destination_conflicts,movement_success_rate,city_mean_income,mean_neighbor_income,mean_neighbor_income_variance,mean_rent,mean_utility,mean_value,mean_vision,rent_income_timescale_ratio,gini_coefficient,mean_qre_move_probability,mean_qre_accept_probability,mean_ne_move_probability,mean_qre_ne_move_gap,mean_delta_neighborhood_utility,move_accept_outcomes,move_reject_outcomes,stay_accept_outcomes,stay_reject_outcomes,qre_nonconvergence_count,ne_following_rate,homeless_fraction,theil_index,moran_i,spatial_entropy,neighborhood_heterogeneity,income_mobility_indicator,segregation_index,gentrification_indicator
0,0,0.0,0,0,0,0,0,0.0,0.5750213607334504,0.5753680195386616,0.05145356039608964,0.46029441563092927,0.26904634280811346,0.8995912923497401,7.225225225225225,4.701744548045099,0.23306839348866193,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.25225225225225223,0.08454338190453296,0.006375521118354304,0.9321903295035352,0.37662087201818256,0.0,0.22435064935064936,0.013696040599608883
1,0,0.0,111,1,101,9,0,0.009009009009009009,0.5771942093643746,0.5773732487656996,0.051792048776630156,0.46037400672546375,0.26823639620764717,0.9336241305321175,7.225225225225225,4.701744548045099,0.23303705461550273,0.042027259342020826,0.0002195180552590073,0.0,0.042027259342020826,-0.007102438119317192,0,1,0,9,0,0.6,0.24324324324324326,0.0847964194305736,0.015934342589477582,0.923303447213818,0.3760949184938431,0.009009009009009009,0.2603896103896104,0.013708775927737508
2,0,0.0,111,0,102,9,0,0.0,0.580547524138493,0.5807693108000186,0.05197787049231711,0.46057342848943966,0.27058620691530144,0.9573547669792949,7.225225225225225,4.701744548045099,0.23132215705976344,0.030813532373422183,0.00017994210202113963,0.0,0.030813532373422183,-0.005196833013643928,0,0,0,9,0,0.6666666666666666,0.22522522522522523,0.08350004207890599,0.01501243444521284,0.9251448561761737,0.3742448441949732,0.0,0.2603896103896104,0.013730230652565775
3,0,0.0,111,0,101,10,0,0.0,0.5787732076345475,0.5787645541653684,0.05176570464031386,0.46068806712288324,0.2731621708256816,0.9701633064292794,7.225225225225225,4.701744548045099,0.23179118101645457,0.041235094280168104,0.00019909279775722264,0.0,0.041235094280168104,-0.0035019796208878825,0,0,0,10,0,0.6,0.23423423423423423,0.0840582526308811,0.01889363382962049,0.937155648342767,0.37473758975920196,0.0,0.22435064935064936,0.013724054077894992
4,0,0.0,111,1,98,11,1,0.009009009009009009,0.5719758341576815,0.5714465492717999,0.04771545753701875,0.4605407103184093,0.2819395674075949,0.9762504441551542,7.225225225225225,4.701744548045099,0.2262574584490702,0.06156259698176588,0.00024158185004738184,0.0,0.06156259698176588,-0.004356987762507963,0,2,0,11,0,0.46153846153846156,0.24324324324324326,0.07998132660549138,0.07486842840824254,0.9354961730361979,0.36043268040348686,0.009009009009009009,0.2746753246753247,0.013686603040250399
5,107,96.3963963963964,111,2,102,7,0,0.018018018018018018,0.5795165274280837,0.5784609588095414,0.05001391776974896,0.4606659603981955,0.2805048837443024,0.9950307980022931,7.225225225225225,4.701744548045099,0.22862521185789975,0.0480376517866188,0.00021633597221651105,0.0,0.0480376517866188,-0.005517075673553862,0,2,0,7,0,0.7777777777777778,0.23423423423423423,0.08128390929392432,0.04750455993352382,0.9249652024031288,0.36758923787344233,0.018018018018018018,0.27467532467532474,0.013727250976001294
6,108,97.29729729729729,111,0,105,6,0,0.0,0.5853884360048134,0.5842627877213191,0.052780259491526406,0.4609830587348286,0.27343266994589016,0.9572279492776452,7.225225225225225,4.701744548045099,0.23169214288847373,0.024398893344917544,0.0001657930099967628,0.0,0.024398893344917544,-0.007301665179980187,0,0,0,6,0,1.0,0.21621621621621623,0.08316381146810276,0.03207938335395114,0.9327855679116418,0.3737504686717448,0.0,0.2746753246753247,0.013764065095762237
7,108,97.29729729729729,111,0,103,8,0,0.0,0.5880570643168126,0.5868666912449197,0.05415253002669456,0.46138319103127273,0.27270063438376896,0.9448903209453585,7.225225225225225,4.701744548045099,0.23342375823275519,0.04443514687378456,0.00021672220582825182,0.0,0.04443514687378456,-0.00915140104421739,0,0,0,8,0,0.75,0.24324324324324326,0.08439810864992332,0.05079400658802053,0.9394045812902202,0.37466606222745347,0.0,0.23863636363636365,0.01378681483653875
8,107,96.3963963963964,111,1,99,11,0,0.009009009009009009,0.5867144397407315,0.5852788141629994,0.05413781256212015,0.4617112876890676,0.27363435526187013,0.9843504144019515,7.225225225225225,4.701744548045099,0.23412898359941114,0.038612899817836714,0.00020928188832115773,0.0,0.038612899817836714,-0.008360205713228272,0,1,0,11,0,0.75,0.24324324324324326,0.08501429054299602,0.04322191621126605,0.9351010195859275,0.3752115942628169,0.009009009009009009,0.2746753246753247,0.013787814847018437
9,108,97.29729729729729,111,0,104,7,0,0.0,0.5867222603883578,0.5851903845636882,0.055835239201791786,0.46201412799396396,0.2697543936320665,0.9383592924712774,7.225225225225225,4.701744548045099,0.23757596312229512,0.02386498044705271,0.00018229733401327355,0.0,0.02386498044705271,-0.008381871739662214,0,0,0,7,0,0.8571428571428571,0.25225225225225223,0.0878196442447524,0.05426262178535498,0.9447900492766174,0.38014193514231226,0.0,0.2386363636363636,0.013794973339018943
