,satisfied_count,pct_satisfied,move_attempts,successful_moves,failed_searches,voluntary_stays,destination_conflicts,movement_success_rate,city_mean_income,mean_neighbor_income,mean_neighbor_income_variance,mean_rent,mean_utility,mean_value,mean_vision,rent_income_timescale_ratio,gini_coefficient,mean_qre_move_probability,mean_qre_accept_probability,mean_ne_move_probability,mean_qre_ne_move_gap,mean_delta_neighborhood_utility,move_accept_outcomes,move_reject_outcomes,stay_accept_outcomes,stay_reject_outcomes,qre_nonconvergence_count,ne_following_rate,homeless_fraction,theil_index,moran_i,spatial_entropy,neighborhood_heterogeneity,income_mobility_indicator,segregation_index,gentrification_indicator
0,0,0.0,0,0,0,0,0,0.0,0.5951848474667534,0.5952152186066486,0.05063992545661072,0.47617217488531904,0.2808771999407578,0.905648427042289,3.0841121495327104,1.1869539262726905,0.22280243042030778,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.27102803738317754,0.07793458535028287,0.04871348283680892,0.9866357747092436,0.35808733896554856,0.0,0.08839972047519219,0.005801896400143445
1,0,0.0,107,0,95,12,0,0.0,0.5988086875602175,0.5986188832585614,0.05356663878100313,0.47620449483029736,0.27649016431307766,0.8468377778082616,3.0841121495327104,1.1869539262726905,0.22709993231398173,0.04809631567293223,0.0006272100257975894,0.0,0.04809631567293223,-0.004942790150916257,0,0,0,12,0,0.6666666666666666,0.2803738317757009,0.08044958019312955,0.0313453801092672,0.9859015368504698,0.3657082512848121,0.0,0.15758211041229908,0.005820207412038711
2,0,0.0,107,0,98,9,0,0.0,0.6065795143099917,0.6066136740463272,0.056978243865720125,0.47631234673894207,0.2713077019339712,0.956161156043598,3.0841121495327104,1.1869539262726905,0.23053435719374749,0.0527351655878639,0.000627652105345082,0.0,0.0527351655878639,-0.0058276934696071475,0,0,0,9,0,0.6666666666666666,0.27102803738317754,0.08326112455091471,0.016231822850867505,0.9781826013791357,0.3722089772091492,0.0,0.15758211041229908,0.005859701622019691
3,0,0.0,107,0,97,10,0,0.0,0.6052753842498567,0.6050460066159805,0.05637943670652025,0.47640403250303026,0.27141694381236436,0.9677454299345083,3.0841121495327104,1.1869539262726905,0.22988368391694225,0.050222185431914965,0.0006815124700538802,0.0,0.050222185431914965,-0.005117385053048981,0,0,0,10,0,0.7,0.2523364485981308,0.08275605042918031,0.017195970256225948,0.9824760514526125,0.37038596893887116,0.0,0.12578616352201258,0.005853725105607355
4,0,0.0,107,0,95,12,0,0.0,0.6106382574274434,0.6101936012131703,0.056571967810338686,0.47654350966028564,0.26664220437464975,0.9570688920581482,3.0841121495327104,1.1869539262726905,0.22834379848964415,0.04219990654597622,0.0006404451292559463,0.0,0.04219990654597622,-0.006258964087706031,0,0,0,12,0,0.75,0.2523364485981308,0.0821854552445595,0.010750337423400315,0.9709257550786284,0.36975207384909353,0.0,0.15758211041229908,0.005881367236292436
5,107,100.0,107,0,96,11,0,0.0,0.6133204729693049,0.6129968670896563,0.06122498998064069,0.4767079500674546,0.2613481571802746,0.9321923066215861,3.0841121495327104,1.1869539262726905,0.2350359296139084,0.04584948037082782,0.000690369040231942,0.0,0.04584948037082782,-0.006773707282091462,0,0,0,11,0,0.7272727272727273,0.2336448598130841,0.08666490607713019,0.006221329478809524,0.9727448939734035,0.381208199325232,0.0,0.15758211041229908,0.005895754229936379
6,107,100.0,107,0,96,11,0,0.0,0.6189517240391591,0.6186113646368081,0.06510831749342304,0.4769237518420154,0.2577352664643999,0.9291799326526133,3.0841121495327104,1.1869539262726905,0.2388619039499218,0.03333005270123553,0.0006692847147767104,0.0,0.03333005270123553,-0.00788592863259034,0,0,0,11,0,0.8181818181818182,0.24299065420560748,0.08942279580047909,0.006868358178757803,0.9817085947256915,0.3891812626984797,0.0,0.12019566736547871,0.005925191219103708
7,107,100.0,107,0,97,10,0,0.0,0.6166356065080503,0.6161175092643556,0.06401857355020536,0.47711331141753305,0.26123479974976904,0.8878526903430857,3.0841121495327104,1.1869539262726905,0.2384295094613429,0.015495637523405072,0.0005768114349193585,0.0,0.015495637523405072,-0.004976793505794769,0,0,0,10,0,0.9,0.2523364485981308,0.08903876476389788,-0.002199524246539802,0.9785469706525318,0.3883195410194745,0.0,0.11635220125786162,0.00591473562386028
8,107,100.0,107,0,94,13,0,0.0,0.6173499548389313,0.6169061337428692,0.06417740737760828,0.4773081094955954,0.26348349592856735,0.8720901459592272,3.0841121495327104,1.1869539262726905,0.23742557736702485,0.023282550063504128,0.0007310370897757052,0.0,0.023282550063504128,-0.009750132018704154,0,0,0,13,0,0.8461538461538461,0.2616822429906542,0.08795801155686145,0.005322449875843505,0.9750473221620033,0.38663436443263544,0.0,0.15758211041229908,0.005919463447232617
9,107,100.0,107,0,95,12,0,0.0,0.6197906391082263,0.6191479840528777,0.06535736897389083,0.47752188319444255,0.26319630423497264,0.8644343810174965,3.0841121495327104,1.1869539262726905,0.23810249448407927,0.025005572625289626,0.0006806150094548362,0.0,0.025005572625289626,-0.009402101873353434,0,0,0,12,0,0.8333333333333334,0.2523364485981308,0.08903369710387368,0.008054199293600128,0.9817085947256915,0.3882075752497692,0.0,0.11635220125786162,0.005932935566234995
